Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num Ki67,Num Ki67: PD1,Num PD1,Num touching,Num touching: Ki67,Num touching: Ki67: PD1,Num touching: PD1,Area µm^2,Perimeter µm
Tonsil_flip.ome.tif,f8e383cb-2756-48c9-8c08-e1a3086d4970,Annotation,,TBMacs,Annotation (GC),Polygon,1923.6,737.8,0,0,0,0,0,0,0,0,48.17,63.7
Tonsil_flip.ome.tif,02152f90-32a7-41a8-a498-f4c6cce45baa,Annotation,,TBMacs,Annotation (GC),Polygon,1961.9,219.86,0,0,0,0,0,0,0,0,45.42,57.85
Tonsil_flip.ome.tif,487bc0de-1b48-4915-b2fe-db2142b71e5e,Annotation,,TBMacs,Annotation (GC),Polygon,1832.3,455.65,0,0,0,0,0,0,0,0,44.89,39.65
Tonsil_flip.ome.tif,ba7d0305-015b-4929-b547-1037c894a576,Annotation,,TBMacs,Annotation (GC),Polygon,1841,589.18,0,0,0,0,0,0,0,0,43.83,53.95
Tonsil_flip.ome.tif,d92a9c74-3411-4595-b183-24c3f4fa52ef,Annotation,,TBMacs,Annotation (GC),Polygon,2063.9,834.56,0,0,0,0,0,0,0,0,43.09,37.05
Tonsil_flip.ome.tif,b6f96002-26f9-419f-9b8f-8b5e898fb977,Annotation,,TBMacs,Annotation (GC),Polygon,2229,429.78,0,0,0,0,0,0,0,0,41.93,49.4
Tonsil_flip.ome.tif,187b09a1-d598-40c0-b03f-6d9aa7e3ef73,Annotation,,TBMacs,Annotation (GC),Polygon,2234.4,766.81,0,0,0,0,0,0,0,0,41.72,61.1
Tonsil_flip.ome.tif,0e5bbaae-d9da-469c-bf91-48ea03a57563,Annotation,,TBMacs,Annotation (GC),Polygon,2086.1,439.49,0,0,0,0,0,0,0,0,41.19,34.45
Tonsil_flip.ome.tif,4bbbd60d-2545-47fb-9e12-04a74a57e9dd,Annotation,,TBMacs,Annotation (GC),Polygon,1851.6,460.17,0,0,0,0,0,0,0,0,40.35,39.65
Tonsil_flip.ome.tif,fed45716-081e-4c6b-a62d-63b59f3b0717,Annotation,,TBMacs,Annotation (GC),Polygon,2113.2,863.67,0,0,0,0,0,0,0,0,40.03,57.2
Tonsil_flip.ome.tif,34e07ed6-0fc2-45a9-b641-55615bf29165,Annotation,,TBMacs,Annotation (GC),Polygon,2183.3,293.61,0,0,0,0,0,0,0,0,38.76,40.3
Tonsil_flip.ome.tif,e8e8c898-bfe1-4140-b856-e689aa9e1d7f,Annotation,,TBMacs,Annotation (GC),Polygon,2229.6,358.24,0,0,0,0,0,0,0,0,37.92,52
Tonsil_flip.ome.tif,e96e87dc-f24a-41c3-8caf-50e21a19b483,Annotation,,TBMacs,Annotation (GC),Polygon,2086.9,851.01,0,0,0,0,0,0,0,0,37.6,27.95
Tonsil_flip.ome.tif,305616c6-b13b-4fba-9e39-497017b1a54e,Annotation,,TBMacs,Annotation (GC),Polygon,2232.8,357.91,0,0,0,0,0,0,0,0,37.29,38.35
Tonsil_flip.ome.tif,a225966d-7271-41c4-a11c-b5122a3e0d6d,Annotation,,TBMacs,Annotation (GC),Polygon,2188.9,289.35,0,0,0,0,0,0,0,0,37.18,43.55
Tonsil_flip.ome.tif,cb09a4fb-7eca-4714-a166-f61a4546a4de,Annotation,,TBMacs,Annotation (GC),Polygon,1868.3,642.78,0,0,0,0,0,0,0,0,37.07,49.4
Tonsil_flip.ome.tif,70aff0b8-139d-4887-964b-d3dd44ed7c3c,Annotation,,TBMacs,Annotation (GC),Polygon,2145.3,68.14,0,0,0,0,0,0,0,0,36.97,45.5
Tonsil_flip.ome.tif,0d2a1612-031e-4ae1-a9c5-3b69c30c30ea,Annotation,,TBMacs,Annotation (GC),Polygon,2161,434.17,0,0,0,0,0,0,0,0,35.6,36.4
Tonsil_flip.ome.tif,c9aa8411-09f8-4b4b-91f0-22dbbb232b31,Annotation,,TBMacs,Annotation (GC),Polygon,1868.7,583.91,0,0,0,0,0,0,0,0,35.17,35.75
Tonsil_flip.ome.tif,ed23f14d-cc0c-46e3-a699-b81ac3ac336a,Annotation,,TBMacs,Annotation (GC),Polygon,2231.6,824.42,0,0,0,0,0,0,0,0,34.54,64.35
Tonsil_flip.ome.tif,bbec7d2f-7185-449f-a8aa-b15489f10b03,Annotation,,TBMacs,Annotation (GC),Polygon,2234.6,844.82,0,0,0,0,0,0,0,0,34.01,36.4
Tonsil_flip.ome.tif,1ae4cf7b-0ad9-4c01-aa87-92cc275e8691,Annotation,,TBMacs,Annotation (GC),Polygon,2216.9,84.77,0,0,0,0,0,0,0,0,34,38.43
Tonsil_flip.ome.tif,4f26b35c-1e7c-4ece-bbf1-833c8e7193d9,Annotation,,TBMacs,Annotation (GC),Polygon,1956.1,202.15,0,0,0,0,0,0,0,0,32.96,33.15
Tonsil_flip.ome.tif,0fee66a2-e6c0-45ec-aa81-f5df3fc3148a,Annotation,,TBMacs,Annotation (GC),Polygon,1895.6,547.45,0,0,0,0,0,0,0,0,31.48,35.1
Tonsil_flip.ome.tif,cc75158d-bba7-4810-bb70-689469113cbc,Annotation,,TBMacs,Annotation (GC),Polygon,2141,287.73,0,0,0,0,0,0,0,0,31.48,31.85
Tonsil_flip.ome.tif,1c1820c5-b4d8-4d37-ae60-35ac33dfb8bc,Annotation,,TBMacs,Annotation (GC),Polygon,2234.6,795.41,0,0,0,0,0,0,0,0,30.84,33.15
Tonsil_flip.ome.tif,10ea1427-d181-40bc-987f-e02204640168,Annotation,,TBMacs,Annotation (GC),Polygon,2038.6,96.9,0,0,0,0,0,0,0,0,30.12,42.03
Tonsil_flip.ome.tif,c7fc05e9-4e9c-4ee2-a8a2-71bc126ebe62,Annotation,,TBMacs,Annotation (GC),Polygon,1838.1,529.65,0,0,0,0,0,0,0,0,29.47,35.75
Tonsil_flip.ome.tif,b9635aa6-c853-47b8-a346-c26f0eeb71b2,Annotation,,TBMacs,Annotation (GC),Polygon,1850.2,405.71,0,0,0,0,0,0,0,0,29.47,44.2
Tonsil_flip.ome.tif,0f399661-d270-430b-8f2e-db7acc2d1d0e,Annotation,,TBMacs,Annotation (GC),Polygon,2174.1,90.82,0,0,0,0,0,0,0,0,29.26,28.6
Tonsil_flip.ome.tif,e3e5732d-6434-4b76-9cdb-df9740b1f76f,Annotation,,TBMacs,Annotation (GC),Polygon,2109.4,878.61,0,0,0,0,0,0,0,0,27.24,38.22
Tonsil_flip.ome.tif,c13f9d41-1ba1-4eb2-a6d8-54f65e3c7264,Annotation,,TBMacs,Annotation (GC),Polygon,1896.1,509.48,0,0,0,0,0,0,0,0,27.04,40.3
Tonsil_flip.ome.tif,664131d7-5feb-4a8c-b7b2-699de68f15b3,Annotation,,TBMacs,Annotation (GC),Polygon,2152.9,79.27,0,0,0,0,0,0,0,0,25.98,39.65
Tonsil_flip.ome.tif,8e6ae67c-c6d5-482e-a6d9-39145bfc2738,Annotation,,TBMacs,Annotation (GC),Polygon,1935.3,407.4,0,0,0,0,0,0,0,0,25.56,29.9
Tonsil_flip.ome.tif,8d0b9699-3760-47e5-8cf7-9a6a37ae6cfd,Annotation,,TBMacs,Annotation (GC),Polygon,2058,432.89,0,0,0,0,0,0,0,0,25.46,26
Tonsil_flip.ome.tif,549021b5-b35f-4ebd-830d-e1d22a88ec2b,Annotation,,TBMacs,Annotation (GC),Polygon,1995.3,623.89,0,0,0,0,0,0,0,0,25.35,23.4
Tonsil_flip.ome.tif,93031a84-26b9-4409-85fb-93e5cb479c09,Annotation,,TBMacs,Annotation (GC),Polygon,1887.3,398.42,0,0,0,0,0,0,0,0,25.24,41.6
Tonsil_flip.ome.tif,6928bb28-e041-4929-a690-0b98008b3957,Annotation,,TBMacs,Annotation (GC),Polygon,2232.4,160.1,0,0,0,0,0,0,0,0,25.24,35.75
Tonsil_flip.ome.tif,e127db6c-39c9-4e26-a300-048bdcedf5d1,Annotation,,TBMacs,Annotation (GC),Polygon,2200.1,883.4,0,0,0,0,0,0,0,0,25.14,33.15
Tonsil_flip.ome.tif,a105b7f4-3820-4833-a8f3-40fdccd0310c,Annotation,,TBMacs,Annotation (GC),Polygon,1960.5,494.19,0,0,0,0,0,0,0,0,25.03,31.85
Tonsil_flip.ome.tif,6e4504fa-5533-41df-b84f-f7bb49685875,Annotation,,TBMacs,Annotation (GC),Polygon,2073.1,828.38,0,0,0,0,0,0,0,0,24.72,26
Tonsil_flip.ome.tif,1d04c820-7c1a-4353-a59e-457880cac66e,Annotation,,TBMacs,Annotation (GC),Polygon,2212,556.41,0,0,0,0,0,0,0,0,24.72,26
Tonsil_flip.ome.tif,1d410001-8c41-438f-98b2-b37526ea4c62,Annotation,,TBMacs,Annotation (GC),Polygon,2105.1,362.49,0,0,0,0,0,0,0,0,24.61,27.95
Tonsil_flip.ome.tif,91df6d80-d65a-4821-8415-cbc876ab0c51,Annotation,,TBMacs,Annotation (GC),Polygon,2208.1,894.99,0,0,0,0,0,0,0,0,24.29,36.4
Tonsil_flip.ome.tif,dbd0af31-48db-41f9-9fd2-9d1a22ab598b,Annotation,,TBMacs,Annotation (GC),Polygon,2147.8,90.22,0,0,0,0,0,0,0,0,24.19,33.8
Tonsil_flip.ome.tif,bae103d9-7028-43f8-81c8-329ebd2774af,Annotation,,TBMacs,Annotation (GC),Polygon,1844.7,442.23,0,0,0,0,0,0,0,0,23.24,32.5
Tonsil_flip.ome.tif,002e2535-e818-4a98-a0c3-aed99eb3d5ed,Annotation,,TBMacs,Annotation (GC),Polygon,1830.9,487.95,0,0,0,0,0,0,0,0,23.13,30.55
Tonsil_flip.ome.tif,b2c50b1a-4abe-4c15-a5bc-acb09bbcf64a,Annotation,,TBMacs,Annotation (GC),Polygon,1902.1,683.93,0,0,0,0,0,0,0,0,23.03,25.35
Tonsil_flip.ome.tif,16d1e823-890c-4a81-bfe7-caa246bca45d,Annotation,,TBMacs,Annotation (GC),Polygon,1859.7,387.62,0,0,0,0,0,0,0,0,22.92,27.95
Tonsil_flip.ome.tif,01b1ee36-8899-4876-abff-ab97ba50b7c1,Annotation,,TBMacs,Annotation (GC),Polygon,1850.3,445.5,0,0,0,0,0,0,0,0,22.29,27.3
Tonsil_flip.ome.tif,85b9f104-117d-4564-b385-5184cccfe110,Annotation,,TBMacs,Annotation (GC),Polygon,2232.5,430.5,0,0,0,0,0,0,0,0,21.97,34.45
Tonsil_flip.ome.tif,5b7efdcd-47f4-4b04-b63a-21ab8a3349ee,Annotation,,TBMacs,Annotation (GC),Polygon,2232.8,389.34,0,0,0,0,0,0,0,0,21.97,31.2
Tonsil_flip.ome.tif,761a6965-5c02-4c57-a121-75de3eff26f5,Annotation,,TBMacs,Annotation (GC),Polygon,1903,266.03,0,0,0,0,0,0,0,0,21.44,21.45
Tonsil_flip.ome.tif,2a3de931-7b22-43a2-87cd-c4906d2edab8,Annotation,,TBMacs,Annotation (GC),Polygon,2154.2,72.39,0,0,0,0,0,0,0,0,21.44,25.35
Tonsil_flip.ome.tif,cc21abab-e9bc-48f9-94b3-d434fa9f7883,Annotation,,TBMacs,Annotation (GC),Polygon,2070.4,766.68,0,0,0,0,0,0,0,0,21.23,31.85
Tonsil_flip.ome.tif,a5467511-870e-4823-956b-d891b23ff812,Annotation,,TBMacs,Annotation (GC),Polygon,2095.3,70.86,0,0,0,0,0,0,0,0,21.23,35.1
Tonsil_flip.ome.tif,3d772034-794a-4d36-bf84-6b904310303d,Annotation,,TBMacs,Annotation (GC),Polygon,1869.2,319.67,0,0,0,0,0,0,0,0,21.12,29.9
Tonsil_flip.ome.tif,72dd9860-4638-40fe-904c-c4e854d48138,Annotation,,TBMacs,Annotation (GC),Polygon,2234.7,616.59,0,0,0,0,0,0,0,0,20.81,37.05
Tonsil_flip.ome.tif,8491d38b-80d8-4c54-9db3-1b4e3da536e1,Annotation,,TBMacs,Annotation (GC),Polygon,2127.5,185.68,0,0,0,0,0,0,0,0,20.81,28.6
Tonsil_flip.ome.tif,72ef9b13-2545-4ddb-816c-93a9d0dda90a,Annotation,,TBMacs,Annotation (GC),Polygon,2234.7,728,0,0,0,0,0,0,0,0,20.39,29.25
Tonsil_flip.ome.tif,6748e735-3f69-4d90-b95e-efcc3d58cc16,Annotation,,GC,Annotation,Polygon,1049.4,1013.3,4341,1558,162,614,349,508,67,262,214495.9,1675.3
Tonsil_flip.ome.tif,97288368-9277-42ac-989f-ecf10474262d,Annotation,,TBMacs,Annotation (GC),Polygon,909.04,1065.9,0,0,0,0,0,0,0,0,699.98,367.25
Tonsil_flip.ome.tif,1f138122-3cb4-445a-a146-fda1cb5ecc2d,Annotation,,TBMacs,Annotation (GC),Polygon,1185.3,870.36,0,0,0,0,0,0,0,0,632.59,190.45
Tonsil_flip.ome.tif,51d6b3bb-272a-448a-a765-88e5931bf350,Annotation,,TBMacs,Annotation (GC),Polygon,1030,948.25,0,0,0,0,0,0,0,0,533.41,204.1
Tonsil_flip.ome.tif,05f92380-326d-4469-9cae-00b6befa5141,Annotation,,TBMacs,Annotation (GC),Polygon,1041.8,1027.2,0,0,0,0,0,0,0,0,511.75,246.35
Tonsil_flip.ome.tif,0daee8ac-7f45-4a29-83ed-5542b0cfe17a,Annotation,,TBMacs,Annotation (GC),Polygon,1169.9,989.13,0,0,0,0,0,0,0,0,492.53,150.8
Tonsil_flip.ome.tif,6c87eaaa-82da-44cf-a9df-3c5c1a802e68,Annotation,,TBMacs,Annotation (GC),Polygon,1019.1,1189.8,0,0,0,0,0,0,0,0,457.67,168.35
Tonsil_flip.ome.tif,6e6a18a5-0d91-4e74-a656-5c4ad45f4e85,Annotation,,TBMacs,Annotation (GC),Polygon,1098.2,923.59,0,0,0,0,0,0,0,0,450.38,131.3
Tonsil_flip.ome.tif,24663164-1b9e-46d4-8d1f-2fca48fe3cd5,Annotation,,TBMacs,Annotation (GC),Polygon,1065.4,879.96,0,0,0,0,0,0,0,0,434.22,170.3
Tonsil_flip.ome.tif,62ac95c5-f633-4d22-a4a4-4781f52e9be0,Annotation,,TBMacs,Annotation (GC),Polygon,1251.3,1040.3,0,0,0,0,0,0,0,0,429.47,134.55
Tonsil_flip.ome.tif,e6c3b408-34b5-4b4a-ad39-7a7865665b14,Annotation,,TBMacs,Annotation (GC),Polygon,1288.7,941.6,0,0,0,0,0,0,0,0,419.33,156.65
Tonsil_flip.ome.tif,3b47aa4a-f60b-4446-868a-b8babf1dd59a,Annotation,,TBMacs,Annotation (GC),Polygon,1177.7,1059.8,0,0,0,0,0,0,0,0,406.66,141.7
Tonsil_flip.ome.tif,82b72660-7583-4c9f-b311-253bb2b453a0,Annotation,,TBMacs,Annotation (GC),Polygon,977.77,1088.9,0,0,0,0,0,0,0,0,391.34,139.1
Tonsil_flip.ome.tif,6e47c410-5262-47c8-845e-6cd8917f11af,Annotation,,TBMacs,Annotation (GC),Polygon,1228.6,1074.8,0,0,0,0,0,0,0,0,384.69,152.75
Tonsil_flip.ome.tif,2bb9efdd-f58c-4aed-b7e1-0726ff9e7c0d,Annotation,,TBMacs,Annotation (GC),Polygon,1208.1,1000,0,0,0,0,0,0,0,0,348.99,135.2
Tonsil_flip.ome.tif,7c30c2bb-aa61-4959-8a11-5a43655e7ab2,Annotation,,TBMacs,Annotation (GC),Polygon,1147.6,811.64,0,0,0,0,0,0,0,0,342.33,170.3
Tonsil_flip.ome.tif,4740ab43-9054-4dc0-8e1f-7fb7b8556e85,Annotation,,TBMacs,Annotation (GC),Polygon,1064.2,916.71,0,0,0,0,0,0,0,0,341.59,113.1
Tonsil_flip.ome.tif,e6642f60-a74e-4dfc-b963-ca208ef71dc3,Annotation,,TBMacs,Annotation (GC),Polygon,923.74,906.04,0,0,0,0,0,0,0,0,340.11,144.95
Tonsil_flip.ome.tif,76ff9b88-7d77-4bd5-89f8-13f8dfb90d34,Annotation,,TBMacs,Annotation (GC),Polygon,877.31,973.91,0,0,0,0,0,0,0,0,339.16,169
Tonsil_flip.ome.tif,f93330cc-4745-4c09-997a-b5f20a37fca3,Annotation,,TBMacs,Annotation (GC),Polygon,1248.3,911.72,0,0,0,0,0,0,0,0,338.21,170.95
Tonsil_flip.ome.tif,6fb41c64-867d-4821-8e6b-287c3778b08b,Annotation,,TBMacs,Annotation (GC),Polygon,874.37,1012.9,0,0,0,0,0,0,0,0,329.02,132.6
Tonsil_flip.ome.tif,21d7da65-e58c-4dd1-a91c-979d70ea3834,Annotation,,TBMacs,Annotation (GC),Polygon,1207.9,1039.7,0,0,0,0,0,0,0,0,326.49,108.55
Tonsil_flip.ome.tif,215301a8-ef09-4ce9-998b-439b7573e835,Annotation,,TBMacs,Annotation (GC),Polygon,1002.1,975.43,0,0,0,0,0,0,0,0,325.75,130.65
Tonsil_flip.ome.tif,b10b4c13-dab1-4620-bd4c-25f4ab3b1f0e,Annotation,,TBMacs,Annotation (GC),Polygon,1021.4,847.85,0,0,0,0,0,0,0,0,325.11,152.75
Tonsil_flip.ome.tif,af3fde56-784b-4854-92a9-c25d4a2b7b42,Annotation,,TBMacs,Annotation (GC),Polygon,1046.6,1095,0,0,0,0,0,0,0,0,324.69,96.2
Tonsil_flip.ome.tif,f8295a2d-9c0f-4cd7-a8b6-c56d55866d5d,Annotation,,TBMacs,Annotation (GC),Polygon,932.98,1008.8,0,0,0,0,0,0,0,0,317.93,108.55
Tonsil_flip.ome.tif,8ce370c8-2dd8-46a4-9736-5b84a0425e17,Annotation,,TBMacs,Annotation (GC),Polygon,985.61,1197.8,0,0,0,0,0,0,0,0,308,109.85
Tonsil_flip.ome.tif,3b731ed8-501f-4590-b279-00a82ec5b9aa,Annotation,,TBMacs,Annotation (GC),Polygon,981.95,928.28,0,0,0,0,0,0,0,0,304.83,157.3
Tonsil_flip.ome.tif,fd2d486e-e32d-4e71-8d50-cbfff5a7f3a4,Annotation,,TBMacs,Annotation (GC),Polygon,1011.3,1219,0,0,0,0,0,0,0,0,292.16,105.3
Tonsil_flip.ome.tif,18d54764-71c7-40df-9b8c-d2f2ca3ed159,Annotation,,TBMacs,Annotation (GC),Polygon,1064.3,820.76,0,0,0,0,0,0,0,0,291.21,102.05
Tonsil_flip.ome.tif,00250165-7af5-4091-801b-7d16ef34a895,Annotation,,TBMacs,Annotation (GC),Polygon,928.49,1190.5,0,0,0,0,0,0,0,0,276.42,125.45
Tonsil_flip.ome.tif,d9b854f5-e1fb-46de-8486-8b52897949d1,Annotation,,TBMacs,Annotation (GC),Polygon,1079.2,995.1,0,0,0,0,0,0,0,0,267.02,100.75
Tonsil_flip.ome.tif,c96c50d9-25b6-4381-afe1-2080e0e81a46,Annotation,,TBMacs,Annotation (GC),Polygon,1057.2,1154.5,0,0,0,0,0,0,0,0,265.22,144.3
Tonsil_flip.ome.tif,7923cb00-ae18-4977-9eca-b2bbe14c8e30,Annotation,,TBMacs,Annotation (GC),Polygon,970.24,1167.8,0,0,0,0,0,0,0,0,257.51,156
Tonsil_flip.ome.tif,b0448f57-1451-40ea-927f-2df7a30903c9,Annotation,,TBMacs,Annotation (GC),Polygon,965.73,990.18,0,0,0,0,0,0,0,0,256.04,146.9
Tonsil_flip.ome.tif,c0491783-8337-4328-8b0d-a61a8fd1f64e,Annotation,,TBMacs,Annotation (GC),Polygon,1121.6,1131.3,0,0,0,0,0,0,0,0,249.06,94.9
Tonsil_flip.ome.tif,e124c070-3ce8-4cd5-a7fe-05e376c56da3,Annotation,,TBMacs,Annotation (GC),Polygon,1166.6,951.54,0,0,0,0,0,0,0,0,244.21,109.2
Tonsil_flip.ome.tif,92213c00-803d-447d-9657-87524c4e6e06,Annotation,,TBMacs,Annotation (GC),Polygon,883.23,925.73,0,0,0,0,0,0,0,0,231.85,123.5
Tonsil_flip.ome.tif,d21d299c-bf8b-4a67-8c9e-1a9975e1d732,Annotation,,TBMacs,Annotation (GC),Polygon,982.3,1249.7,0,0,0,0,0,0,0,0,230.16,135.85
Tonsil_flip.ome.tif,dfcbf88d-5edd-4b36-a011-655f6016e608,Annotation,,TBMacs,Annotation (GC),Polygon,1038.3,983.22,0,0,0,0,0,0,0,0,223.93,100.1
Tonsil_flip.ome.tif,a105358f-0097-41fd-ba0a-3fdfa2beeb7e,Annotation,,TBMacs,Annotation (GC),Polygon,1076.8,1198.6,0,0,0,0,0,0,0,0,223.4,119.6
Tonsil_flip.ome.tif,2f0320ea-bc3d-4309-8359-2303fc89467e,Annotation,,TBMacs,Annotation (GC),Polygon,1196.5,832.31,0,0,0,0,0,0,0,0,214.84,107.25
Tonsil_flip.ome.tif,925f873d-3576-4ad8-9c74-ae38fa8538bc,Annotation,,TBMacs,Annotation (GC),Polygon,1195.2,1155.4,0,0,0,0,0,0,0,0,209.35,108.55
Tonsil_flip.ome.tif,93d59fdf-6d2d-4371-a12e-b7ac14ae2df0,Annotation,,TBMacs,Annotation (GC),Polygon,916.23,1005.5,0,0,0,0,0,0,0,0,204.7,73.45
Tonsil_flip.ome.tif,5298708a-3597-4997-9654-10c993b60604,Annotation,,TBMacs,Annotation (GC),Polygon,934.86,968.7,0,0,0,0,0,0,0,0,199.84,120.9
Tonsil_flip.ome.tif,34a52413-7d5a-4ddf-bcea-376da7576f8d,Annotation,,TBMacs,Annotation (GC),Polygon,1121.3,1238.9,0,0,0,0,0,0,0,0,195.66,133.73
Tonsil_flip.ome.tif,5e8df35e-ee87-4430-86ee-55f312361d3d,Annotation,,TBMacs,Annotation (GC),Polygon,1315,986.39,0,0,0,0,0,0,0,0,182.75,111.85
Tonsil_flip.ome.tif,8dae6afd-7a91-4355-b44b-c20cc1e488dd,Annotation,,TBMacs,Annotation (GC),Polygon,912.3,937.6,0,0,0,0,0,0,0,0,165.62,79.3
Tonsil_flip.ome.tif,cd63c83e-50ca-4762-9b40-45f296366636,Annotation,,TBMacs,Annotation (GC),Polygon,985.7,883.83,0,0,0,0,0,0,0,0,165.41,97.5
Tonsil_flip.ome.tif,9648c402-eda4-4c4b-a3f8-636c63a1973e,Annotation,,TBMacs,Annotation (GC),Polygon,986.73,815.96,0,0,0,0,0,0,0,0,163.93,111.15
Tonsil_flip.ome.tif,728ec847-8b69-4659-87cb-55e1df2c7043,Annotation,,TBMacs,Annotation (GC),Polygon,1137.6,959.2,0,0,0,0,0,0,0,0,156.54,70.85
Tonsil_flip.ome.tif,8e15fa8d-9724-49b5-82a5-bdbf1e329dfb,Annotation,,TBMacs,Annotation (GC),Polygon,1004.2,908.96,0,0,0,0,0,0,0,0,151.89,82.55
Tonsil_flip.ome.tif,203588a5-20a2-494c-abca-31a3817feae5,Annotation,,TBMacs,Annotation (GC),Polygon,913.62,850.04,1,0,0,0,1,0,0,0,140.48,130
Tonsil_flip.ome.tif,4d8df295-0e6b-4853-ba81-195554db0008,Annotation,,TBMacs,Annotation (GC),Polygon,1295.7,1037.9,0,0,0,0,0,0,0,0,138.69,87.75
Tonsil_flip.ome.tif,0978f285-f890-4b1a-8d0f-9b4b7036c674,Annotation,,TBMacs,Annotation (GC),Polygon,1120.4,977.37,0,0,0,0,0,0,0,0,138.69,83.85
Tonsil_flip.ome.tif,5c639287-cf8a-47f7-af02-cfe60e335ea2,Annotation,,TBMacs,Annotation (GC),Polygon,959.78,1027.6,0,0,0,0,0,0,0,0,135.52,78
Tonsil_flip.ome.tif,caff11d5-51eb-431f-8d5e-489ed2112449,Annotation,,TBMacs,Annotation (GC),Polygon,797.56,1088.1,0,0,0,0,0,0,0,0,134.53,101.1
Tonsil_flip.ome.tif,e93f7435-3ee9-439a-ad91-336483f00346,Annotation,,TBMacs,Annotation (GC),Polygon,1228.4,1172.4,0,0,0,0,0,0,0,0,132.45,78
Tonsil_flip.ome.tif,eafa7ac3-c599-4b32-a25d-f635f54fb3f3,Annotation,,TBMacs,Annotation (GC),Polygon,955.44,834.93,0,0,0,0,0,0,0,0,129.18,79.3
Tonsil_flip.ome.tif,4a3c1197-0fd7-4e24-97b6-32da0ed0b788,Annotation,,TBMacs,Annotation (GC),Polygon,999.51,1105.6,0,0,0,0,0,0,0,0,127.17,97.5
Tonsil_flip.ome.tif,84aa42e9-3976-462c-8c5d-c22e95fdeb8d,Annotation,,TBMacs,Annotation (GC),Polygon,925.4,1107,0,0,0,0,0,0,0,0,127.07,98.8
Tonsil_flip.ome.tif,759f3312-5076-4ec4-8bc7-649d64ff7bf6,Annotation,,TBMacs,Annotation (GC),Polygon,1107.6,955.75,0,0,0,0,0,0,0,0,125.27,63.7
Tonsil_flip.ome.tif,c386aa03-8b58-48b8-bbd7-a0380743f9d8,Annotation,,TBMacs,Annotation (GC),Polygon,1154.4,1126.9,0,0,0,0,0,0,0,0,122.21,96.2
Tonsil_flip.ome.tif,15e42741-17b9-4f86-90b9-7690f9add3fe,Annotation,,TBMacs,Annotation (GC),Polygon,1280.9,1023.3,0,0,0,0,0,0,0,0,121.36,82.55
Tonsil_flip.ome.tif,ea56fd47-8b0a-4898-bf1b-9b1a9fa2a336,Annotation,,TBMacs,Annotation (GC),Polygon,811.78,1118.5,0,0,0,0,0,0,0,0,120.2,120.9
Tonsil_flip.ome.tif,2d9be489-a10b-4848-af4d-fb8603e5ab62,Annotation,,TBMacs,Annotation (GC),Polygon,874.56,1115.8,0,0,0,0,0,0,0,0,117.77,68.9
Tonsil_flip.ome.tif,831600fb-f3dd-48e5-8b3f-169e3b9ede8d,Annotation,,TBMacs,Annotation (GC),Polygon,900.12,889.48,0,0,0,0,0,0,0,0,113.86,63.05
Tonsil_flip.ome.tif,0d118859-325a-4ede-a1ae-9fcc14f1ac99,Annotation,,TBMacs,Annotation (GC),Polygon,1078.1,1127,0,0,0,0,0,0,0,0,108.37,71.5
Tonsil_flip.ome.tif,4dad5859-bc1f-4f09-9e3f-8138525c6732,Annotation,,TBMacs,Annotation (GC),Polygon,956.69,1241.3,0,0,0,0,0,0,0,0,103.72,53.95
Tonsil_flip.ome.tif,9d0dbd65-eff1-455e-a9f1-b84d093f6cbd,Annotation,,TBMacs,Annotation (GC),Polygon,1085,972.66,0,0,0,0,0,0,0,0,103.51,65
Tonsil_flip.ome.tif,54e9b510-4c51-4089-80f2-effab2662130,Annotation,,TBMacs,Annotation (GC),Polygon,1014.8,1104.7,0,0,0,0,0,0,0,0,100.03,80.6
Tonsil_flip.ome.tif,b708f1b9-1a5e-48a3-ac5c-f2e353500cca,Annotation,,TBMacs,Annotation (GC),Polygon,885.5,1131,0,0,0,0,0,0,0,0,99.5,87.1
Tonsil_flip.ome.tif,4fa859a6-bbb4-49e7-a7b9-1ba4dda2a531,Annotation,,TBMacs,Annotation (GC),Polygon,1038,1186.9,0,0,0,0,0,0,0,0,94.43,99.45
Tonsil_flip.ome.tif,bbd978c5-d81c-4e49-8591-75b1eb67c74a,Annotation,,TBMacs,Annotation (GC),Polygon,1003.5,839.81,0,0,0,0,0,0,0,0,94.22,83.85
Tonsil_flip.ome.tif,294e8d57-c668-4dc9-886d-c3c3de90e8a3,Annotation,,TBMacs,Annotation (GC),Polygon,1103.2,871.89,0,0,0,0,0,0,0,0,93.16,63.05
Tonsil_flip.ome.tif,32465fb5-64a2-4b86-a8fd-e41338617a6f,Annotation,,TBMacs,Annotation (GC),Polygon,814.73,1017.7,0,0,0,0,0,0,0,0,88.3,65
Tonsil_flip.ome.tif,01eed7bf-d7e6-4128-9737-3508902558a1,Annotation,,TBMacs,Annotation (GC),Polygon,969.8,877.14,0,0,0,0,0,0,0,0,88.3,57.2
Tonsil_flip.ome.tif,efb849c8-f222-4555-bf5a-e52972821d74,Annotation,,TBMacs,Annotation (GC),Polygon,984.47,1031.1,0,0,0,0,0,0,0,0,84.82,76.7
Tonsil_flip.ome.tif,2ee98c6d-a83e-4619-85c5-3439834e6ba8,Annotation,,TBMacs,Annotation (GC),Polygon,961.19,1190.7,0,0,0,0,0,0,0,0,84.08,72.15
